sample,tempo para fechamento,tempo merge,merge user seguidores,merge user tempo no GitHub,closed_count,open_count,merged_count,not_merged_count
aws-samples/aws-cross-account-serverless-microservices,90.66666666666667,90.66666666666667,8.0,392.3333333333333,3.0,1.0,3.0,3.0
aws-samples/aws-cudos-framework-deployment,0.0,0.0,0.8620689655172413,2595.5862068965516,35.0,1.0,29.0,29.0
aws-samples/aws-data-exchange-dfs-football-optimizer-riv-2020,0.0,0.0,495.5,3509.5,4.0,0.0,4.0,4.0
aws-samples/aws-data-lake-solution-cn,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-database-migration-samples,1.0,1.0,0.0,400.0,5.0,7.0,4.0,4.0
aws-samples/aws-dataexchange-api-samples,2.081081081081081,2.264705882352941,582.9411764705883,2413.176470588235,37.0,1.0,34.0,34.0
aws-samples/aws-dax-go-sample,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-dbs-refarch-datalake,33.0,33.0,16.666666666666668,819.8333333333334,6.0,0.0,6.0,6.0
aws-samples/aws-dbs-refarch-edw,0.0,0.0,50.0,1731.0,1.0,0.0,1.0,1.0
aws-samples/aws-dbs-refarch-graph,0.0,0.0,104.0,3378.0,1.0,0.0,1.0,1.0
aws-samples/aws-dbs-refarch-rdbms,1.0,1.0,0.0,607.0,1.0,1.0,1.0,1.0
aws-samples/aws-decoupled-serverless-scheduler,0.16666666666666666,0.2,80.6,2317.6,6.0,0.0,5.0,5.0
aws-samples/aws-deepcomposer-samples,4.1,4.1,4.8,1632.2,10.0,6.0,10.0,10.0
aws-samples/aws-deeplens-coffee-leaderboard,118.0,118.0,5.0,1564.0,2.0,0.0,2.0,2.0
aws-samples/aws-deeplens-recipes,8.0,8.0,12.0,3368.0,3.0,0.0,3.0,3.0
aws-samples/aws-deeplens-reinvent-2019-workshops,0.0,0.0,3.75,1327.4166666666667,12.0,0.0,12.0,12.0
aws-samples/aws-deeplens-worker-safety-project,,,,,0.0,2.0,0.0,0.0
aws-samples/aws-deepracer-workshops,22.555555555555557,4.12,26.68,1764.16,36.0,21.0,25.0,25.0
aws-samples/aws-demo-php-simple-app,0.0,,,,1.0,0.0,0.0,0.0
aws-samples/aws-deploy-spinnaker-halyard,0.6,0.6,14.0,1566.2,5.0,1.0,5.0,5.0
aws-samples/aws-dev-fabric-for-sql-server,0.0,0.0,1.3846153846153846,1631.0,13.0,0.0,13.0,13.0
aws-samples/aws-dev-hour-backend,0.0,0.0,1.0,986.0,18.0,1.0,18.0,18.0
aws-samples/aws-dev-hour-frontend,0.0,0.0,1.0,1017.8,5.0,0.0,5.0,5.0
aws-samples/aws-device-farm-appium-python-tests-for-android-sample-app,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-device-farm-appium-tests-for-sample-app,11.0,12.571428571428571,45.714285714285715,957.1428571428571,8.0,2.0,7.0,7.0
aws-samples/aws-device-farm-calabash-tests-for-sample-app,11.5,11.5,66.5,1441.5,4.0,0.0,4.0,4.0
aws-samples/aws-device-farm-sample-app-for-android,13.625,14.285714285714286,68.71428571428571,1362.857142857143,8.0,2.0,7.0,7.0
aws-samples/aws-device-farm-sample-app-for-ios,13.833333333333334,13.6,57.6,829.0,6.0,2.0,5.0,5.0
aws-samples/aws-device-farm-sample-web-app-using-appium,1.5,1.5,16.0,30.5,2.0,0.0,2.0,2.0
aws-samples/aws-device-farm-sample-web-app-using-appium-python,0.0,0.0,16.0,81.0,1.0,0.0,1.0,1.0
aws-samples/aws-device-farm-xctest-ui-tests-for-ios-sample-app,,,,,0.0,3.0,0.0,0.0
aws-samples/aws-digital-content-creation-render-environment,0.0,0.0,41.1,940.9,10.0,0.0,10.0,10.0
aws-samples/aws-dms-archive-data,55.5,2.0,0.0,1639.0,4.0,1.0,1.0,1.0
aws-samples/aws-dms-autoscaling,3.0,,,,1.0,1.0,0.0,0.0
aws-samples/aws-dms-cdc-sample,0.0,0.0,0.0,1044.0,2.0,0.0,2.0,2.0
aws-samples/aws-dms-getting-started-blog,11.0,11.0,0.0,2210.0,1.0,0.0,1.0,1.0
aws-samples/aws-dms-sql-server,0.08333333333333333,0.08333333333333333,104.33333333333333,1280.5,12.0,0.0,12.0,12.0
aws-samples/aws-dog-no-dog,3.5833333333333335,3.5833333333333335,60.0,1772.7083333333333,24.0,0.0,24.0,24.0
aws-samples/aws-dotnet-webapi-aurora,0.0,0.0,0.0,205.0,1.0,0.0,1.0,1.0
aws-samples/aws-draco,3.8,3.8,10.666666666666666,2756.3333333333335,5.0,0.0,5.0,5.0
aws-samples/aws-dynamodb-enterprise-application,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-dynamodb-examples,63.72,11.636363636363637,19.09090909090909,2726.181818181818,25.0,0.0,22.0,22.0
aws-samples/aws-ebs-custodian,0.0,,,,1.0,1.0,0.0,0.0
aws-samples/aws-ec2-autoscaling-php-app-demo,177.0,177.0,37.0,1145.0,1.0,0.0,1.0,1.0
aws-samples/aws-ecs-cicd-terraform,0.4,0.0,4.0,4037.25,5.0,0.0,4.0,4.0
aws-samples/aws-ecs-windows-aspnet,285.0,285.0,2.0,863.0,2.0,0.0,2.0,2.0
aws-samples/aws-eda-workshops,0.0,0.0,0.0,712.1428571428571,7.0,0.0,7.0,7.0
aws-samples/aws-edu-exam-analytics,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-efs-simple-file-manager,0.41025641025641024,0.43243243243243246,4.621621621621622,956.7837837837837,39.0,4.0,37.0,37.0
aws-samples/aws-eks-accelerator-for-terraform,3.75,3.75,3.0,1802.25,4.0,1.0,4.0,4.0
aws-samples/aws-eks-auto-create-idp,0.0,,,,1.0,0.0,0.0,0.0
aws-samples/aws-eks-deep-learning-benchmark,4.428571428571429,4.428571428571429,179.42857142857142,1961.4285714285713,7.0,0.0,7.0,7.0
aws-samples/aws-elastic-beanstalk-express-js-sample,7.523809523809524,,,,21.0,9.0,0.0,0.0
aws-samples/aws-elasticache-retail-dashboard,114.25,114.25,1.0,844.5,4.0,1.0,4.0,4.0
aws-samples/aws-elemental-media-services-factory,43.333333333333336,19.0,3.0,2437.0,3.0,0.0,2.0,2.0
aws-samples/aws-elemental-medialive-pcap-mpegts-extractor,0.0,0.0,0.0,63.0,1.0,0.0,1.0,1.0
aws-samples/aws-emr-apache-ranger,0.9642857142857143,0.9642857142857143,1.0,3252.285714285714,28.0,1.0,28.0,28.0
aws-samples/aws-end-to-end-iot-amplify-demo,0.0,0.0,1.0,2214.0,2.0,0.0,1.0,1.0
aws-samples/aws-expense-handling-workflow,0.0,0.0,5.0,2493.0,1.0,0.0,1.0,1.0
aws-samples/aws-fargate-fast-autoscaler,0.6070287539936102,0.3111111111111111,99.15555555555555,1517.1066666666666,313.0,1.0,225.0,225.0
aws-samples/aws-fargate-pipeline-lambda-autoscaling,0.0,0.0,1.0,3423.0,1.0,0.0,1.0,1.0
aws-samples/aws-fault-injection-simulator-samples,0.125,0.14285714285714285,6.571428571428571,2071.714285714286,8.0,0.0,7.0,7.0
aws-samples/aws-financial-services-framework,0.0,0.0,1.0,1595.0,2.0,0.0,2.0,2.0
aws-samples/aws-financial-services-framework-secret-for-terraform,1.0,1.0,1.0,1552.5,4.0,0.0,4.0,4.0
aws-samples/aws-flow-ruby-samples,65.8,77.375,27.25,1014.875,10.0,0.0,8.0,8.0
aws-samples/aws-fpga-classroom-setup,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-fraud-detector-samples,54.666666666666664,0.0,8.0,418.5,3.0,0.0,2.0,2.0
aws-samples/aws-gamelift-and-serverless-backend-sample,6.8,4.0,1.0,241.5,5.0,0.0,4.0,4.0
aws-samples/aws-gamelift-sample,0.6666666666666666,0.7692307692307693,1.0,3169.6153846153848,15.0,0.0,13.0,13.0
aws-samples/aws-gateway-load-balancer-code-samples,26.6,26.6,1.0,505.0,5.0,2.0,5.0,5.0
aws-samples/aws-genomics-workflows,2.6513761467889907,2.0673076923076925,48.0,3480.173076923077,109.0,0.0,104.0,104.0
aws-samples/aws-get-started-workshop,2.75,3.2,20.0,3110.5,24.0,0.0,20.0,20.0
aws-samples/aws-glue-cross-account-region-connections,0.0,,,,1.0,0.0,0.0,0.0
aws-samples/aws-glue-data-catalog-replication-utility,11.0,11.0,9.0,492.6666666666667,3.0,0.0,3.0,3.0
aws-samples/aws-glue-flatten-nested-json,0.0,0.0,0.0,624.0,4.0,0.0,4.0,4.0
aws-samples/aws-glue-sagemaker-notebook-terraform-example,0.0,0.0,0.0,3164.0,1.0,0.0,1.0,1.0
aws-samples/aws-glue-samples,215.1818181818182,144.3125,44.8125,2956.75,22.0,7.0,16.0,16.0
aws-samples/aws-glue-table-versions-cleanup-utility,10.0,10.0,9.0,604.0,2.0,0.0,2.0,2.0
aws-samples/aws-go-wordfreq-sample,0.0,0.0,148.0,1687.6666666666667,4.0,0.0,3.0,3.0
aws-samples/aws-golden-ami-pipeline-sample,46.5,0.0,110.5,1555.0,4.0,1.0,2.0,2.0
aws-samples/aws-govcloud-continuous-monitoring,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-greengrass-lambda-functions,1.7661009067658684,2.1203528670447387,21.0,3643.497164461248,4301.0,9.0,1587.0,1587.0
aws-samples/aws-greengrass-mini-fulfillment,91.38461538461539,91.38461538461539,16.0,2524.0,13.0,3.0,13.0,13.0
aws-samples/aws-greengrass-samples,57.266666666666666,19.0,5.5,1120.125,15.0,0.0,8.0,8.0
aws-samples/aws-health-aware,5.0,,,,1.0,1.0,0.0,0.0
aws-samples/aws-health-organizational-view-alerts,,,,,0.0,2.0,0.0,0.0
aws-samples/aws-hpc-tutorials,2.1818181818181817,1.691358024691358,19.59259259259259,1014.1728395061729,99.0,3.0,81.0,81.0
aws-samples/aws-hpc-workshops,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-hybrid-storage-workshop,0.0,0.0,214.0,3070.0,1.0,0.0,1.0,1.0
aws-samples/aws-iam-accessadvisor-permissionboundary,,,,,0.0,2.0,0.0,0.0
aws-samples/aws-iam-permissions-guardrails,2.4,4.0,1.0,676.5,10.0,11.0,4.0,4.0
aws-samples/aws-iamctl,,,,,0.0,2.0,0.0,0.0
aws-samples/aws-identity-round-robin-workshop,12.555555555555555,12.555555555555555,10.444444444444445,1076.2222222222222,9.0,2.0,9.0,9.0
aws-samples/aws-incident-response-runbooks,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-ingesting-click-logs-using-terraform,17.333333333333332,25.0,2.0,1971.5,3.0,0.0,2.0,2.0
aws-samples/aws-integrations-for-cloudknox,0.0,0.0,0.0,213.5,2.0,0.0,2.0,2.0
aws-samples/aws-intel-5g,4.25,4.25,0.0,1945.5,4.0,0.0,4.0,4.0
aws-samples/aws-iot-alexa-connected-home-demo,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-iot-analytics-workshop,12.0,12.0,45.0,1023.0,1.0,4.0,1.0,1.0
aws-samples/aws-iot-chat-example,33.75925925925926,27.192307692307693,36.65384615384615,2856.3846153846152,54.0,1.0,52.0,52.0
aws-samples/aws-iot-core-acmebots-monitoring,10.571428571428571,11.1,3.0,3599.9,21.0,1.0,20.0,20.0
aws-samples/aws-iot-core-dotnet-app-mqtt-over-websockets-sigv4,7.5,7.5,108.0,1940.5,2.0,4.0,2.0,2.0
aws-samples/aws-iot-core-http-sigv4-dotnet-app,8.5,8.5,108.0,1940.5,2.0,2.0,2.0,2.0
aws-samples/aws-iot-core-lorawan,15.428571428571429,15.428571428571429,6.0,537.8571428571429,7.0,2.0,7.0,7.0
aws-samples/aws-iot-core-workshop,33.0,33.0,70.0,4249.0,1.0,0.0,1.0,1.0
aws-samples/aws-iot-device-auto-provisioning-approach,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-iot-device-defender-agent-c,5.4,5.4,4.0,303.4,5.0,0.0,5.0,5.0
aws-samples/aws-iot-device-defender-agent-sdk-python,5.636363636363637,5.764705882352941,4.411764705882353,346.5882352941176,22.0,0.0,17.0,17.0
aws-samples/aws-iot-device-defender-workshop,3.0,3.6,44.0,2418.8,6.0,0.0,5.0,5.0
aws-samples/aws-iot-device-management-workshop,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-iot-device-provisioning-with-certificate-manager,30.0,,,,2.0,4.0,0.0,0.0
aws-samples/aws-iot-device-sdk-embedded-c-http-proxy-support,4.0,4.0,0.0,2406.0,1.0,0.0,1.0,1.0
aws-samples/aws-iot-dotnet-publisher-http,17.0,17.0,2.0,765.0,1.0,2.0,1.0,1.0
aws-samples/aws-iot-edukit-tutorials,3.875,3.875,2.0,2380.625,8.0,0.0,8.0,8.0
aws-samples/aws-iot-elf,65.5,65.5,16.0,1256.25,4.0,2.0,4.0,4.0
aws-samples/aws-iot-enhanced-custom-authorizer-demo,1.5714285714285714,2.2,16.0,2714.2,7.0,0.0,5.0,5.0
aws-samples/aws-iot-examples,,,,,0.0,2.0,0.0,0.0
aws-samples/aws-iot-fleet-provisioning,15.444444444444445,15.125,4.0,1883.625,9.0,0.0,8.0,8.0
aws-samples/aws-iot-greengrass-deploy-nvidia-deepstream-on-edge,28.0,28.0,1.0,143.0,1.0,0.0,1.0,1.0
aws-samples/aws-iot-greengrass-edge-analytics-workshop,3.3333333333333335,3.3333333333333335,1.0,3077.6666666666665,3.0,4.0,3.0,3.0
aws-samples/aws-iot-greengrass-opcua-adapter,0.3333333333333333,0.5,0.0,1985.0,3.0,1.0,2.0,2.0
aws-samples/aws-iot-greengrass-v2-deploy-nvidia-deepstream,10.666666666666666,10.666666666666666,32.0,3685.0,3.0,0.0,3.0,3.0
aws-samples/aws-iot-jitp-sample-scripts,70.25,151.0,0.0,1949.0,4.0,3.0,1.0,1.0
aws-samples/aws-iot-jobs-full-system-update,0.0,0.0,8.0,910.6666666666666,3.0,0.0,3.0,3.0
aws-samples/aws-iot-kickstart,19.823529411764707,2.25,13.75,2968.9166666666665,17.0,0.0,12.0,12.0
aws-samples/aws-iot-mqtt-download-agent,0.0,0.0,0.0,553.0,1.0,0.0,1.0,1.0
aws-samples/aws-iot-office-sensor,4.666666666666667,4.666666666666667,28.0,3507.5,6.0,0.0,6.0,6.0
aws-samples/aws-iot-ota-deployment-tool,16.5,1.0,2.0,1789.0,2.0,0.0,1.0,1.0
aws-samples/aws-iot-proxy-mobile-app-android,0.0,0.0,12.0,1484.0,1.0,0.0,1.0,1.0
aws-samples/aws-iot-rpi-fleet-provisioning,11.5,11.5,15.0,3348.5,2.0,1.0,2.0,2.0
aws-samples/aws-iot-securetunneling-localproxy,13.833333333333334,15.090909090909092,1.0,488.0,12.0,0.0,11.0,11.0
aws-samples/aws-iot-things-graph-workshop,0.0,0.0,0.0,476.5,2.0,0.0,2.0,2.0
aws-samples/aws-iot-workshop,160.0,160.0,0.0,1632.0,2.0,0.0,2.0,2.0
aws-samples/aws-iot-workshop-iberia,0.0,0.0,0.0,762.0,1.0,0.0,1.0,1.0
aws-samples/aws-java-sample,84.5,126.75,8.0,898.0,6.0,5.0,4.0,4.0
aws-samples/aws-jp-iot-samples,17.0,17.0,0.0,782.0,1.0,0.0,1.0,1.0
aws-samples/aws-keyspaces-lambda-python,12.0,12.0,2.0,2667.0,1.0,0.0,1.0,1.0
aws-samples/aws-kms-jce,1.0,1.0,13.0,3087.0,1.0,0.0,1.0,1.0
aws-samples/aws-kms-pq-tls-example,4.8,4.8,26.4,2062.4,5.0,0.0,5.0,5.0
aws-samples/aws-kms-workshop,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-kube-cni,,,,,0.0,2.0,0.0,0.0
aws-samples/aws-kube-codesuite,4.25,4.25,4.0,1633.5,4.0,2.0,4.0,4.0
aws-samples/aws-lakeformation-ml-transforms,0.0,0.0,0.0,112.0,2.0,0.0,2.0,2.0
aws-samples/aws-lambda-ddns-function,83.44444444444444,105.85714285714286,44.0,1158.7142857142858,9.0,1.0,7.0,7.0
aws-samples/aws-lambda-deploy,0.0,0.0,214.0,3070.0,1.0,1.0,1.0,1.0
aws-samples/aws-lambda-docker-serverless-inference,0.0,0.0,6.0,1930.0,1.0,0.0,1.0,1.0
aws-samples/aws-lambda-edge-rugby-blog-example,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-lambda-edge-workshops,29.714285714285715,0.0,2.0,1747.1666666666667,7.0,0.0,6.0,6.0
aws-samples/aws-lambda-efs-samples,0.0,0.0,192.0,1331.0,5.0,0.0,2.0,2.0
aws-samples/aws-lambda-elixir-runtime,0.0,,,,1.0,2.0,0.0,0.0
aws-samples/aws-lambda-extensions,11.172413793103448,5.7,34.75,1895.75,29.0,3.0,20.0,20.0
aws-samples/aws-lambda-fanout,39.18181818181818,45.0625,9.6875,2534.5,22.0,1.0,16.0,16.0
aws-samples/aws-lambda-java-oracle-starter-kit,14.0,14.0,9.0,596.5,2.0,0.0,2.0,2.0
aws-samples/aws-lambda-layer-awscli,3.9545454545454546,1.864864864864865,485.0,3952.5135135135133,44.0,3.0,37.0,37.0
aws-samples/aws-lambda-layer-builder,0.0,0.0,9.0,2751.0,2.0,0.0,2.0,2.0
aws-samples/aws-lambda-layer-kubectl,0.7857142857142857,0.9166666666666666,485.0,3695.8333333333335,14.0,0.0,12.0,12.0
aws-samples/aws-lambda-layers-aws-sam-examples,92.0,92.0,192.0,1557.0,1.0,0.0,1.0,1.0
aws-samples/aws-lambda-lifecycle-hooks-function,299.1666666666667,165.66666666666666,1.0,1362.3333333333333,6.0,1.0,3.0,3.0
aws-samples/aws-lambda-manage-rds-connections,133.0,133.0,0.0,384.0,1.0,0.0,1.0,1.0
aws-samples/aws-lambda-mirror-dns-function,0.0,,,,2.0,4.0,0.0,0.0
aws-samples/aws-lambda-railsconf,30.0,30.0,256.0,2491.0,1.0,0.0,1.0,1.0
aws-samples/aws-lambda-redirection-at-edge,2.0,3.0,0.0,3145.5,3.0,1.0,2.0,2.0
aws-samples/aws-lambda-sample-applications,0.6875,0.6875,9.625,1918.125,16.0,1.0,16.0,16.0
aws-samples/aws-lambda-sap-oauth,9.5,12.666666666666666,15.0,2119.0,4.0,0.0,3.0,3.0
aws-samples/aws-lambda-sap-odp-extractor,13.333333333333334,4.5,15.0,2546.5,3.0,0.0,2.0,2.0
aws-samples/aws-lambda-servlet,14.555555555555555,5.25,21.0,3817.25,18.0,6.0,4.0,4.0
aws-samples/aws-lambda-zombie-workshop,114.15384615384616,2.0,5.0,66.0,26.0,27.0,3.0,3.0
aws-samples/aws-lex-convo-bot-example,,,,,0.0,4.0,0.0,0.0
aws-samples/aws-lex-net-chatbot,92.125,105.28571428571429,77.0,3570.1428571428573,8.0,0.0,7.0,7.0
aws-samples/aws-lex-web-ui,39.278688524590166,8.378378378378379,8.72972972972973,1476.0,61.0,15.0,37.0,37.0
aws-samples/aws-machine-learning-embark,0.875,0.875,21.375,398.75,8.0,0.0,8.0,8.0
aws-samples/aws-machine-learning-university-accelerated-cv,18.875,18.875,46.875,1438.125,8.0,0.0,8.0,8.0
aws-samples/aws-machine-learning-university-accelerated-nlp,1.8,0.5,40.5,1209.5,5.0,0.0,4.0,4.0
aws-samples/aws-machine-learning-university-accelerated-tab,0.6666666666666666,0.6666666666666666,49.0,1442.6666666666667,3.0,1.0,3.0,3.0
aws-samples/aws-machine-learning-university-dte,0.0,0.0,66.0,2115.0,1.0,0.0,1.0,1.0
aws-samples/aws-management-and-governance-samples,0.0,0.0,5.0,726.3333333333334,3.0,0.0,3.0,3.0
aws-samples/aws-management-and-governance-samples-youtube,0.0,0.0,5.0,727.0,2.0,0.0,2.0,2.0
aws-samples/aws-map-linkedaccounts,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-marketplace-api-samples,1.8,3.0,330.6666666666667,3041.0,5.0,3.0,3.0,3.0
aws-samples/aws-marketplace-machine-learning,0.3333333333333333,0.3333333333333333,0.0,341.0,6.0,0.0,6.0,6.0
aws-samples/aws-marketplace-serverless-saas-integration,24.3,24.3,11.0,2574.3,10.0,2.0,10.0,10.0
aws-samples/aws-media-asset-preparation-system,0.0,0.0,0.0,73.71428571428571,15.0,1.0,14.0,14.0
aws-samples/aws-media-insights-content-localization,3.744186046511628,2.0285714285714285,13.0,1252.8285714285714,43.0,4.0,35.0,35.0
aws-samples/aws-media-services-simple-live-workflow,3.3333333333333335,5.0,3.0,813.3333333333334,9.0,0.0,6.0,6.0
aws-samples/aws-media-services-simple-vod-workflow,31.36842105263158,35.05882352941177,5.235294117647059,881.3529411764706,19.0,2.0,17.0,17.0
aws-samples/aws-media-services-tools,11.333333333333334,11.333333333333334,2.0,341.0,3.0,0.0,3.0,3.0
aws-samples/aws-media-services-vod-automation,94.18181818181819,94.18181818181819,13.0,1112.5454545454545,22.0,1.0,22.0,22.0
aws-samples/aws-microservices-deploy-options,6.229299363057325,6.421052631578948,3376.565789473684,3166.4868421052633,157.0,1.0,152.0,152.0
aws-samples/aws-mnpbatch-template,4.0,4.0,3.0,338.0,1.0,0.0,1.0,1.0
aws-samples/aws-mobile-appsync-chat-starter-angular,25.705882352941178,9.571428571428571,88.0,1612.5714285714287,17.0,0.0,7.0,7.0
aws-samples/aws-mobile-appsync-events-starter-ios,24.0,24.0,87.77777777777777,2588.6666666666665,9.0,1.0,9.0,9.0
aws-samples/aws-mobile-ios-notes-tutorial,0.5,0.5,184.5,2797.5,2.0,0.0,2.0,2.0
aws-samples/aws-modern-application-workshop,95.67716535433071,76.87012987012987,22.428571428571427,2109.805194805195,127.0,3.0,77.0,77.0
aws-samples/aws-modernization-gitops-with-weaveworks,1.4736842105263157,1.6470588235294117,2.9411764705882355,1110.6470588235295,19.0,0.0,17.0,17.0
aws-samples/aws-modernization-hub,0.4,0.4,2.0,733.8,5.0,0.0,5.0,5.0
aws-samples/aws-modernization-with-appdynamics,0.0,0.0,4.0,2154.5,8.0,0.0,8.0,8.0
aws-samples/aws-modernization-with-bridgecrew,2.4285714285714284,2.4285714285714284,1.0,439.14285714285717,7.0,0.0,7.0,7.0
aws-samples/aws-modernization-with-circleci,0.4482758620689655,0.42857142857142855,3.6785714285714284,1939.2857142857142,29.0,0.0,28.0,28.0
aws-samples/aws-modernization-with-cloudbees,0.5,0.5714285714285714,2.0,807.0,8.0,0.0,7.0,7.0
aws-samples/aws-modernization-with-cognizant,0.0,0.0,2.0,831.0,2.0,0.0,2.0,2.0
aws-samples/aws-modernization-with-contrastsecurity,2.5,2.5,2.0,561.5,2.0,1.0,2.0,2.0
aws-samples/aws-modernization-with-cprime,0.0,0.0,1.25,1286.5,4.0,0.0,4.0,4.0
aws-samples/aws-modernization-with-datadog,0.0,0.0,1.0,541.6666666666666,3.0,0.0,3.0,3.0
aws-samples/aws-modernization-with-docker,0.0,0.0,1.0,2069.3333333333335,3.0,0.0,3.0,3.0
aws-samples/aws-modernization-with-dynatrace,3.272727272727273,3.272727272727273,2.0,795.7272727272727,11.0,0.0,11.0,11.0
aws-samples/aws-modernization-with-epsagon,28.714285714285715,1.0,2.0,816.6666666666666,7.0,0.0,6.0,6.0
aws-samples/aws-modernization-with-gitlab-hashicorp-gremlin,1.4444444444444444,0.7692307692307693,79.0,2459.846153846154,18.0,1.0,13.0,13.0
aws-samples/aws-modernization-with-gremlin,0.0,0.0,1.0,264.57142857142856,15.0,0.0,14.0,14.0
aws-samples/aws-modernization-with-harness,0.7222222222222222,0.0,3.5714285714285716,1824.7142857142858,18.0,0.0,14.0,14.0
aws-samples/aws-modernization-with-jfrog,2.0,0.5263157894736842,2.263157894736842,1031.842105263158,21.0,0.0,19.0,19.0
aws-samples/aws-modernization-with-lumigo,2.6,2.6,1.0,414.2,5.0,1.0,5.0,5.0
aws-samples/aws-modernization-with-newrelic-serverless,0.0,0.0,1.2857142857142858,1370.7142857142858,8.0,0.0,7.0,7.0
aws-samples/aws-modernization-with-pulumi,0.0,0.0,1.0,534.7647058823529,18.0,0.0,17.0,17.0
aws-samples/aws-modernization-with-quali,0.42857142857142855,0.42857142857142855,1.0,2604.714285714286,7.0,0.0,7.0,7.0
aws-samples/aws-modernization-with-redislabs,0.0,0.0,1.0,2582.0,1.0,0.0,1.0,1.0
aws-samples/aws-modernization-with-stackery,0.0,0.0,2.0,2420.0,2.0,0.0,2.0,2.0
aws-samples/aws-modernization-with-sysdig,0.14285714285714285,0.0,1.2307692307692308,2023.7692307692307,14.0,0.0,13.0,13.0
aws-samples/aws-modernization-with-tigera,0.0,0.0,1.0,2172.6666666666665,3.0,0.0,3.0,3.0
aws-samples/aws-modernization-workshop-base,0.0,0.0,2.0,702.0,3.0,0.0,1.0,1.0
aws-samples/aws-modernization-workshop-for-newrelic,5.111111111111111,0.375,1.75,889.625,9.0,1.0,8.0,8.0
aws-samples/aws-modernization-workshop-sample,0.0,0.0,2.0,715.0,2.0,0.0,1.0,1.0
aws-samples/aws-modernization-workshop-with-gitlab,0.0,0.0,1.0,1716.5,2.0,0.0,2.0,2.0
aws-samples/aws-msk-content-streaming,0.0,0.0,89.0,3449.0,2.0,0.0,2.0,2.0
aws-samples/aws-multi-region-bc-dr-workshop,1.1666666666666667,1.1666666666666667,2.8333333333333335,1952.4166666666667,24.0,2.0,24.0,24.0
aws-samples/aws-ncsc-vpn-configurations,0.0,0.0,26.0,2637.0,1.0,0.0,1.0,1.0
aws-samples/aws-neptune-asset-management,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-neptune-sagemaker-knowledge-graph-bert,0.25,0.0,14.0,1722.0,4.0,0.0,2.0,2.0
aws-samples/aws-net-guides,28.5,30.176470588235293,41.0,2794.6470588235293,18.0,0.0,17.0,17.0
aws-samples/aws-netcoreapi-aurora-cdk,,,,,0.0,2.0,0.0,0.0
aws-samples/aws-networkfirewall-cfn-templates,3.0,3.0,1.0,531.0,1.0,0.0,1.0,1.0
aws-samples/aws-nlp-workshop,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-nodejs-sample,1437.0,,,,1.0,8.0,0.0,0.0
aws-samples/aws-open-data-satellite-lidar-tutorial,16.333333333333332,,,,3.0,0.0,0.0,0.0
aws-samples/aws-open-source-rover-challenge,1.0,,,,2.0,1.0,0.0,0.0
aws-samples/aws-organized,7.4,7.4,20.0,3984.6,5.0,0.0,5.0,5.0
aws-samples/aws-panorama-samples,6.3,6.3,1.0,2324.7,10.0,0.0,10.0,10.0
aws-samples/aws-parallelcluster-monitoring,0.0,0.0,0.0,1053.0,2.0,1.0,1.0,1.0
aws-samples/aws-perforce,0.0,0.0,0.0,191.0,1.0,0.0,1.0,1.0
aws-samples/aws-permissions-boundaries-builder-session,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-photosharing-example,0.0,0.0,17.0,1622.0,1.0,1.0,1.0,1.0
aws-samples/aws-php-sample,15.285714285714286,21.4,239.0,1330.0,7.0,0.0,5.0,5.0
aws-samples/aws-pipeline-server-side-swift-blog,9.0,9.0,9.0,3015.0,1.0,0.0,1.0,1.0
aws-samples/aws-pipeline-to-service-catalog,0.0,0.0,188.0,552.5,2.0,2.0,2.0,2.0
aws-samples/aws-plugin-for-slurm,9.75,2.3333333333333335,3.0,865.6666666666666,4.0,0.0,3.0,3.0
aws-samples/aws-proton-sample-fargate-service,0.0,,,,3.0,0.0,0.0,0.0
aws-samples/aws-proton-sample-lambda-crud-service,0.0,0.0,22.5,3418.0,2.0,0.0,2.0,2.0
aws-samples/aws-proton-sample-templates,4.0,3.9285714285714284,20.964285714285715,3111.0714285714284,31.0,1.0,28.0,28.0
aws-samples/aws-python-sample,179.5,239.33333333333334,67.0,862.6666666666666,4.0,2.0,3.0,3.0
aws-samples/aws-quarkus-demo,2.5238095238095237,2.0,17.944444444444443,1827.6666666666667,21.0,1.0,18.0,18.0
aws-samples/aws-rapid-prototyping-with-python,1.0,1.0,39.0,3151.6,10.0,3.0,10.0,10.0
